benchmark_id,benchmark_family,granularity,granularity_normalized,semantic_label_mode,rollback_split_condition,method_id,method_label,compiler,compiler_id,opt_level,profile_source,profile_condition,profile_scenario,eval_source,eval_group,status,error_message,avg_semantic_comparisons_per_visited_state,avg_semantic_comparisons_per_emitted_token,throughput_bytes_per_sec,bytes_per_second_aggregate,tokens_per_second_aggregate,classifier_ns_per_call,transition_ns_per_call,estimated_classification_share_of_full_scan,estimated_transition_share_of_full_scan,full_scan_ns_total,emitted_tokens_total,input_bytes_total
BM1,Small C-like lexer,binary,binary,binary,off,B1,arbitrary numbering + generic lookup dispatch,clang,clang_O3,-O3,B,same_B,same_B,B,B,completed,,0.0,0.0,4245641509433.9624,4245641509433.9624,1960094339622.6416,1.5873682841546102,1.6065831301504592,9850.728365943765,9969.969899485779,53,103885,225019
BM1,Small C-like lexer,binary,binary,binary,off,B1,arbitrary numbering + generic lookup dispatch,clang,clang_Os,-Os,B,same_B,same_B,B,B,completed,,0.0,0.0,193920878.34431407,193920878.34431407,89527864.07725155,1.54749114817156,1.5953083336863563,0.43863175260881054,0.452185391291628,1160365,103885,225019
BM1,Small C-like lexer,binary,binary,binary,off,B2,binary final/non-final threshold encoding,gcc,gcc_O2,-O2,B,same_B,same_B,B,B,completed,,1.0,3.166020118400154,171471789.5571067,171471789.5571067,79163745.5421099,0.4930250220092795,0.6248322764507217,0.12356883880642548,0.15660421967049354,1312280,103885,225019
BM1,Small C-like lexer,binary,binary,binary,off,B2,binary final/non-final threshold encoding,gcc,gcc_O3,-O3,B,same_B,same_B,B,B,completed,,1.0,3.166020118400154,181683930.5654576,181683930.5654576,83878406.38698316,0.496380045770859,0.6401862081279079,0.13181904340113237,0.17000831172205283,1238519,103885,225019
BM1,Small C-like lexer,binary,binary,binary,off,B2,binary final/non-final threshold encoding,gcc,gcc_Os,-Os,B,same_B,same_B,B,B,completed,,1.0,3.166020118400154,152388195.44946322,152388195.44946322,70353382.08892353,0.48736208301278605,0.6344664839591185,0.10855513909637458,0.14132120618083227,1476617,103885,225019
BM1,Small C-like lexer,binary,binary,binary,off,B2,binary final/non-final threshold encoding,clang,clang_O2,-O2,B,same_B,same_B,B,B,completed,,1.0,3.166020118400154,4500380000000.0,4500380000000.0,2077700000000.0,1.3818261367675397,1.5951926778686223,9089.707600702346,10493.241242726914,50,103885,225019
BM1,Small C-like lexer,binary,binary,binary,off,B2,binary final/non-final threshold encoding,clang,clang_O3,-O3,B,same_B,same_B,B,B,completed,,1.0,3.166020118400154,4500380000000.0,4500380000000.0,2077700000000.0,1.381254114098296,1.6106790245272244,9085.944812703156,10595.111050501064,50,103885,225019
BM1,Small C-like lexer,binary,binary,binary,off,B2,binary final/non-final threshold encoding,clang,clang_Os,-Os,B,same_B,same_B,B,B,completed,,1.0,3.166020118400154,193821325.6086983,193821325.6086983,89481903.35420397,1.3390738871073589,1.5849677035588876,0.3793616492004335,0.4490237377792409,1160961,103885,225019
BM1,Small C-like lexer,binary,binary,binary,off,B3,contiguous multi-class interval encoding,gcc,gcc_O2,-O2,B,same_B,same_B,B,B,completed,,1.0,3.166020118400154,169094788.03691515,169094788.03691515,78066350.19804963,0.48199193942017116,0.6257326229458027,0.11912895196322996,0.1546558468807805,1330727,103885,225019
BM1,Small C-like lexer,binary,binary,binary,off,B3,contiguous multi-class interval encoding,gcc,gcc_O3,-O3,B,same_B,same_B,B,B,completed,,1.0,3.166020118400154,182918482.14866358,182918482.14866358,84448364.440398,0.5221543329523701,0.620082875195086,0.13960590851328317,0.1657885948310904,1230160,103885,225019
BM1,Small C-like lexer,binary,binary,binary,off,B3,contiguous multi-class interval encoding,gcc,gcc_Os,-Os,B,same_B,same_B,B,B,completed,,1.0,3.166020118400154,167327368.05863845,167327368.05863845,77250381.6600894,0.45832772391310544,0.5877372370174397,0.11209608171018536,0.1437465767558855,1344783,103885,225019
BM1,Small C-like lexer,binary,binary,binary,off,B3,contiguous multi-class interval encoding,clang,clang_O2,-O2,B,same_B,same_B,B,B,completed,,1.0,3.166020118400154,4245641509433.9624,4245641509433.9624,1960094339622.6416,1.2839415653440798,1.4962435352217067,7967.753749524501,9285.235683424336,53,103885,225019
BM1,Small C-like lexer,binary,binary,binary,off,B3,contiguous multi-class interval encoding,clang,clang_O3,-O3,B,same_B,same_B,B,B,completed,,1.0,3.166020118400154,4500380000000.0,4500380000000.0,2077700000000.0,1.239529253936808,1.5465260515043522,8153.67301356648,10173.110227837687,50,103885,225019
BM1,Small C-like lexer,binary,binary,binary,off,B3,contiguous multi-class interval encoding,clang,clang_Os,-Os,B,same_B,same_B,B,B,completed,,1.0,3.166020118400154,220883616.92394984,220883616.92394984,101975808.9056681,1.2838221908513459,1.5133499678711506,0.4144915749491906,0.4885963306306894,1018722,103885,225019
BM1,Small C-like lexer,binary,binary,binary,off,B4,frequency-aware interval encoding,gcc,gcc_O2,-O2,B,same_B,same_B,B,B,completed,,1.0,3.166020118400154,176471649.28240922,176471649.28240922,81472041.40851699,0.46245361895169446,0.6009289099392695,0.11928626788522487,0.1550048783129524,1275100,103885,225019
BM1,Small C-like lexer,binary,binary,binary,off,B4,frequency-aware interval encoding,gcc,gcc_O3,-O3,B,same_B,same_B,B,B,completed,,1.0,3.166020118400154,190924957.55460206,190924957.55460206,88144730.95854054,0.4680298223664331,0.6145228530418334,0.13061214251129508,0.1714936583573229,1178573,103885,225019
BM1,Small C-like lexer,binary,binary,binary,off,B4,frequency-aware interval encoding,gcc,gcc_Os,-Os,B,same_B,same_B,B,B,completed,,1.0,3.166020118400154,168238756.24486917,168238756.24486917,77671144.18115018,0.4742783270445011,0.594239365380975,0.11662902697543512,0.14612845458649915,1337498,103885,225019
BM1,Small C-like lexer,binary,binary,binary,off,B4,frequency-aware interval encoding,clang,clang_O2,-O2,B,same_B,same_B,B,B,completed,,1.0,3.166020118400154,4787638297872.341,4787638297872.341,2210319148936.1704,1.2765999712254958,1.504988602512387,8933.537951829958,10531.782156245301,47,103885,225019
BM1,Small C-like lexer,binary,binary,binary,off,B4,frequency-aware interval encoding,clang,clang_O3,-O3,B,same_B,same_B,B,B,completed,,1.0,3.166020118400154,4592224489795.918,4592224489795.918,2120102040816.3264,1.2587160842392453,1.5281509476515587,8448.86199058074,10257.385775193734,49,103885,225019
BM1,Small C-like lexer,binary,binary,binary,off,B4,frequency-aware interval encoding,clang,clang_Os,-Os,B,same_B,same_B,B,B,completed,,1.0,3.166020118400154,235162990.76984817,235162990.76984817,108568197.77941275,1.267419567698001,1.5012354543901747,0.4356489852842284,0.5160183092057359,956864,103885,225019
BM1,Small C-like lexer,binary,binary,binary,off,B5_TREE,hierarchical comparison-tree encoding,gcc,gcc_O2,-O2,B,same_B,same_B,B,B,completed,,1.0,3.166020118400154,177468036.7619629,177468036.7619629,81932045.7339892,0.4641323494523321,0.6024433654591677,0.12039523763295842,0.1562729084289026,1267941,103885,225019
BM1,Small C-like lexer,binary,binary,binary,off,B5_TREE,hierarchical comparison-tree encoding,gcc,gcc_O3,-O3,B,same_B,same_B,B,B,completed,,1.0,3.166020118400154,188446760.32936037,188446760.32936037,87000616.37824185,0.4536289519150699,0.5991158297411686,0.12495014500195158,0.16502388016261152,1194072,103885,225019
BM1,Small C-like lexer,binary,binary,binary,off,B5_TREE,hierarchical comparison-tree encoding,gcc,gcc_Os,-Os,B,same_B,same_B,B,B,completed,,1.0,3.166020118400154,168816203.18653065,168816203.18653065,77937735.33805029,0.45074645114030404,0.6047914574597902,0.11122278576703101,0.14923376664776578,1332923,103885,225019
BM1,Small C-like lexer,binary,binary,binary,off,B5_TREE,hierarchical comparison-tree encoding,clang,clang_O2,-O2,B,same_B,same_B,B,B,completed,,1.0,3.166020118400154,4787638297872.341,4787638297872.341,2210319148936.1704,1.2825175389547538,1.5186308632637675,8974.94858717652,10627.249535939993,47,103885,225019
BM1,Small C-like lexer,binary,binary,binary,off,B5_TREE,hierarchical comparison-tree encoding,clang,clang_O3,-O3,B,same_B,same_B,B,B,completed,,1.0,3.166020118400154,5233000000000.0,5233000000000.0,2415930232558.1396,1.397935436867175,1.4759654245638887,10692.645605964828,11289.487908602607,43,103885,225019
BM1,Small C-like lexer,binary,binary,binary,off,B5_TREE,hierarchical comparison-tree encoding,clang,clang_Os,-Os,B,same_B,same_B,B,B,completed,,1.0,3.166020118400154,237416159.60615456,237416159.60615456,109608423.02510174,1.2196120557634411,1.4854293268077623,0.42323279101303496,0.5154773576290423,947783,103885,225019
BM1,Small C-like lexer,binary,binary,binary,off,B5_DAG,hierarchical comparison-DAG encoding,gcc,gcc_O2,-O2,B,same_B,same_B,B,B,completed,,1.0,3.166020118400154,173940501.91125146,173940501.91125146,80303481.22180954,0.5328362017634459,0.5900023372374898,0.13546957452520256,0.15000363212918816,1293655,103885,225019
BM1,Small C-like lexer,binary,binary,binary,off,B5_DAG,hierarchical comparison-DAG encoding,gcc,gcc_O3,-O3,B,same_B,same_B,B,B,completed,,1.0,3.166020118400154,192565873.36225855,192565873.36225855,88902296.04717037,0.5539383255741169,0.6083169623691699,0.1559150583707549,0.1712208206525675,1168530,103885,225019
BM1,Small C-like lexer,binary,binary,binary,off,B5_DAG,hierarchical comparison-DAG encoding,gcc,gcc_Os,-Os,B,same_B,same_B,B,B,completed,,1.0,3.166020118400154,164269987.41433132,164269987.41433132,75838874.23967668,0.5323803123094022,0.6157451161862314,0.12782845345141303,0.14784495989514174,1369812,103885,225019
BM1,Small C-like lexer,binary,binary,binary,off,B5_DAG,hierarchical comparison-DAG encoding,clang,clang_O2,-O2,B,same_B,same_B,B,B,completed,,1.0,3.166020118400154,3947701754385.965,3947701754385.965,1822543859649.1228,1.2787831852170004,1.5058064094981793,7378.84819621477,8688.81999468018,57,103885,225019
BM1,Small C-like lexer,binary,binary,binary,off,B5_DAG,hierarchical comparison-DAG encoding,clang,clang_O3,-O3,B,same_B,same_B,B,B,completed,,1.0,3.166020118400154,5000422222222.223,5000422222222.223,2308555555555.5557,1.2937918077690256,1.497162525344152,9456.238070196623,10942.661086905384,45,103885,225019
BM1,Small C-like lexer,binary,binary,binary,off,B5_DAG,hierarchical comparison-DAG encoding,clang,clang_Os,-Os,B,same_B,same_B,B,B,completed,,1.0,3.166020118400154,228090003.81131554,228090003.81131554,105302796.85688104,1.3536531534539882,1.5143285070459596,0.45129547170840556,0.5048631521043634,986536,103885,225019
BM1,Small C-like lexer,binary,binary,binary,off,B1,arbitrary numbering + generic lookup dispatch,gcc,gcc_O2,-O2,A,A_to_B,A_to_B,B,B,completed,,0.0,0.0,168867385.75585037,168867385.75585037,77961364.90361488,0.45877597500768985,0.6010487618294695,0.11323841215921064,0.14835521284367142,1332519,103885,225019
BM1,Small C-like lexer,binary,binary,binary,off,B1,arbitrary numbering + generic lookup dispatch,gcc,gcc_O3,-O3,A,A_to_B,A_to_B,B,B,completed,,0.0,0.0,188100355.18707716,188100355.18707716,86840690.77993196,0.4637891509264953,0.5893423226773696,0.12751389887243456,0.16203340933052143,1196271,103885,225019
BM1,Small C-like lexer,binary,binary,binary,off,B1,arbitrary numbering + generic lookup dispatch,gcc,gcc_Os,-Os,A,A_to_B,A_to_B,B,B,completed,,0.0,0.0,162119887.98101413,162119887.98101413,74846233.26433614,0.46713005377354805,0.6029337531616904,0.11069332385160546,0.14287400406085848,1387979,103885,225019
BM1,Small C-like lexer,binary,binary,binary,off,B1,arbitrary numbering + generic lookup dispatch,clang,clang_O2,-O2,A,A_to_B,A_to_B,B,B,completed,,0.0,0.0,4687895833333.333,4687895833333.333,2164270833333.3333,1.4923088001790592,1.484025476742929,10225.486437426936,10168.728069827142,48,103885,225019
BM1,Small C-like lexer,binary,binary,binary,off,B1,arbitrary numbering + generic lookup dispatch,clang,clang_O3,-O3,A,A_to_B,A_to_B,B,B,completed,,0.0,0.0,4412137254901.961,4412137254901.961,2036960784313.7256,1.5229247268319135,1.470342963847293,9821.431147146472,9482.328264613772,51,103885,225019
BM1,Small C-like lexer,binary,binary,binary,off,B1,arbitrary numbering + generic lookup dispatch,clang,clang_Os,-Os,A,A_to_B,A_to_B,B,B,completed,,0.0,0.0,204387882.72941056,204387882.72941056,94360188.23897012,1.4979934733233562,1.51995566635867,0.44751993918202565,0.45408106208843096,1100941,103885,225019
BM1,Small C-like lexer,binary,binary,binary,off,B2,binary final/non-final threshold encoding,gcc,gcc_O2,-O2,A,A_to_B,A_to_B,B,B,completed,,1.0,3.166020118400154,177344533.20555097,177344533.20555097,81875027.58459802,0.4875650020621058,0.5887895717900511,0.12638561716063906,0.15262484611017083,1268824,103885,225019
BM1,Small C-like lexer,binary,binary,binary,off,B2,binary final/non-final threshold encoding,gcc,gcc_O3,-O3,A,A_to_B,A_to_B,B,B,completed,,1.0,3.166020118400154,189862213.8596151,189862213.8596151,87654091.81805143,0.4651391555823769,0.6018687547931334,0.1290829151508686,0.16702737766647077,1185170,103885,225019
BM1,Small C-like lexer,binary,binary,binary,off,B2,binary final/non-final threshold encoding,gcc,gcc_Os,-Os,A,A_to_B,A_to_B,B,B,completed,,1.0,3.166020118400154,163468286.19790342,163468286.19790342,75468751.13510059,0.4768139859969775,0.6104929651463166,0.11392782839631384,0.14586849340192645,1376530,103885,225019
BM1,Small C-like lexer,binary,binary,binary,off,B2,binary final/non-final threshold encoding,clang,clang_O2,-O2,A,A_to_B,A_to_B,B,B,completed,,1.0,3.166020118400154,4245641509433.9624,4245641509433.9624,1960094339622.6416,1.283270118370953,1.4918441668135292,7963.586952310249,9257.934531194403,53,103885,225019
BM1,Small C-like lexer,binary,binary,binary,off,B2,binary final/non-final threshold encoding,clang,clang_O3,-O3,A,A_to_B,A_to_B,B,B,completed,,1.0,3.166020118400154,4787638297872.341,4787638297872.341,2210319148936.1704,1.2917554814400176,1.549376893289254,9039.594922480524,10842.407637374941,47,103885,225019
BM1,Small C-like lexer,binary,binary,binary,off,B2,binary final/non-final threshold encoding,clang,clang_Os,-Os,A,A_to_B,A_to_B,B,B,completed,,1.0,3.166020118400154,201681071.45449966,201681071.45449966,93110528.92444947,1.2933214707600835,1.4907618816314592,0.3812579878015061,0.4394614085761445,1115717,103885,225019
BM1,Small C-like lexer,binary,binary,binary,off,B3,contiguous multi-class interval encoding,gcc,gcc_O2,-O2,A,A_to_B,A_to_B,B,B,completed,,1.0,3.166020118400154,178663503.3986869,178663503.3986869,82483959.35708801,0.4600764308318158,0.6040777482478131,0.12014706199056092,0.15775241199517112,1259457,103885,225019
BM1,Small C-like lexer,binary,binary,binary,off,B3,contiguous multi-class interval encoding,gcc,gcc_O3,-O3,A,A_to_B,A_to_B,B,B,completed,,1.0,3.166020118400154,193245232.3985634,193245232.3985634,89215937.17741506,0.46538004029335117,0.590289529502686,0.13145099114630587,0.16673285701617835,1164422,103885,225019
